area Name,area type,year,variable,value
Lawndale,Municipality,2010,High School Graduates White Age 25 Up,333.0
Stedman,Municipality,1980,High School Graduates White Age 25 Up,145.0
Kill Devil Hills,Municipality,2015,High School Graduates White Age 25 Up,4435.0
Tabor City,Municipality,2000,High School Graduates White Age 25 Up,770.0
Tract 107.02,Tract,1990,High School Graduates White Age 25 Up,2314.0
Godwin,Municipality,1990,High School Graduates White Age 25 Up,28.0
Belhaven,Municipality,2010,High School Graduates White Age 25 Up,424.0
Mesic,Municipality,1980,High School Graduates White Age 25 Up,27.0
Washington,Municipality,1980,High School Graduates White Age 25 Up,920.0
East Arcadia,Municipality,1990,High School Graduates White Age 25 Up,2.0
Tract 1,Tract,1990,High School Graduates White Age 25 Up,374.0
Northwest,Municipality,2010,High School Graduates White Age 25 Up,149.0
Tract 21.02,Tract,1990,High School Graduates White Age 25 Up,1395.0
Oak City,Municipality,2000,High School Graduates White Age 25 Up,112.0
Northwest,Municipality,2000,High School Graduates White Age 25 Up,95.0
Crab Creek Township,Township,1990,High School Graduates White Age 25 Up,1427.0
Pinehurst,Municipality,2015,High School Graduates White Age 25 Up,12451.0
St. Johns Township,Township,1990,High School Graduates White Age 25 Up,573.0
Robbins,Municipality,2010,High School Graduates White Age 25 Up,333.0
Winton Township,Township,1990,High School Graduates White Age 25 Up,274.0
Union Grove Twp.,Township,1990,High School Graduates White Age 25 Up,651.0
"Twp. 5, E. Sanford",Township,1990,High School Graduates White Age 25 Up,1155.0
"Twp. 1, Marshall",Township,1990,High School Graduates White Age 25 Up,1466.0
New London,Municipality,1990,High School Graduates White Age 25 Up,190.0
Richfield,Municipality,2010,High School Graduates White Age 25 Up,267.0
Morganton Township,Township,1990,High School Graduates White Age 25 Up,9773.0
Robersonville,Municipality,1990,High School Graduates White Age 25 Up,495.0
"Twp. 8, Mt. Pleasant",Township,1990,High School Graduates White Age 25 Up,1715.0
Tract 209.98,Tract,1990,High School Graduates White Age 25 Up,0.0
BNA 9904,Tract,1990,High School Graduates White Age 25 Up,815.0
BNA 9909,Tract,1990,High School Graduates White Age 25 Up,1130.0
Tract 13,Tract,1990,High School Graduates White Age 25 Up,32.0
Havelock,Municipality,2010,High School Graduates White Age 25 Up,6099.0
Tract 807,Tract,1990,High School Graduates White Age 25 Up,1663.0
Tract 3.01,Tract,1990,High School Graduates White Age 25 Up,479.0
Elkin-Surry,Municipal Part,2000,High School Graduates White Age 25 Up,1778.0
Faison-Duplin,Municipal Part,2000,High School Graduates White Age 25 Up,219.0
Ansonville Township,Township,1990,High School Graduates White Age 25 Up,415.0
Jefferson Township,Township,1990,High School Graduates White Age 25 Up,1537.0
Shallotte Township,Township,1990,High School Graduates White Age 25 Up,5862.0
Icard Township,Township,1990,High School Graduates White Age 25 Up,4889.0
Mount Olive,Municipality,2000,High School Graduates White Age 25 Up,1011.0
Grandfather,Municipality,2015,High School Graduates White Age 25 Up,56.0
Chatham County,County,1990,High School Graduates White Age 25 Up,15600.0
Cherokee County,County,2010,High School Graduates White Age 25 Up,15664.0
Graham,Municipality,1980,High School Graduates White Age 25 Up,1512.0
Burke County,County,1990,High School Graduates White Age 25 Up,28411.0
Stanly County,County,1980,High School Graduates White Age 25 Up,12629.0
Stanly County,County,2000,High School Graduates White Age 25 Up,25340.0
Elon College,Municipality,1990,High School Graduates White Age 25 Up,1327.0
Graham,Municipality,2015,High School Graduates White Age 25 Up,5343.0
BNA 9702,Tract,1990,High School Graduates White Age 25 Up,1022.0
BNA 9501,Tract,1990,High School Graduates White Age 25 Up,1740.0
Bogue,Municipality,2015,High School Graduates White Age 25 Up,442.0
Fairview,Municipality,2015,High School Graduates White Age 25 Up,2143.0
BNA 9901,Tract,1990,High School Graduates White Age 25 Up,1511.0
Quaker Meadow Twp.,Township,1990,High School Graduates White Age 25 Up,2512.0
New Hope Township,Township,1990,High School Graduates White Age 25 Up,610.0
Tract 16.02,Tract,1990,High School Graduates White Age 25 Up,3210.0
Lincolnton Township,Township,1990,High School Graduates White Age 25 Up,5541.0
Meredith Township,Township,1990,High School Graduates White Age 25 Up,4385.0
Boone Township,Township,1990,High School Graduates White Age 25 Up,2998.0
Brogden Township,Township,1990,High School Graduates White Age 25 Up,5607.0
Black Creek Twp.,Township,1990,High School Graduates White Age 25 Up,1349.0
North Wilkesboro Twp.,Township,1990,High School Graduates White Age 25 Up,2399.0
"Township 3, Upper",Township,1990,High School Graduates White Age 25 Up,598.0
"Twp. 11, Casar",Township,1990,High School Graduates White Age 25 Up,626.0
Tract 314,Tract,1990,High School Graduates White Age 25 Up,2801.0
Tract 17,Tract,1990,High School Graduates White Age 25 Up,1412.0
Faison Township,Township,1990,High School Graduates White Age 25 Up,914.0
BNA 9603,Tract,1990,High School Graduates White Age 25 Up,381.0
Tract 22.01,Tract,1990,High School Graduates White Age 25 Up,3640.0
Black Creek,Municipality,2015,High School Graduates White Age 25 Up,219.0
"Twp. 3, Youngsville",Township,1990,High School Graduates White Age 25 Up,2110.0
High Point Township,Township,1990,High School Graduates White Age 25 Up,23038.0
Tract 16.01,Tract,1990,High School Graduates White Age 25 Up,1939.0
Boonville,Municipality,1990,High School Graduates White Age 25 Up,464.0
East Bend,Municipality,1990,High School Graduates White Age 25 Up,260.0
Buckhorn Township,Township,1990,High School Graduates White Age 25 Up,435.0
Britts Township,Township,1990,High School Graduates White Age 25 Up,619.0
Greens Creek Twp.,Township,1990,High School Graduates White Age 25 Up,346.0
Union Township,Township,1990,High School Graduates White Age 25 Up,585.0
Boyd Township,Township,1990,High School Graduates White Age 25 Up,1326.0
Kings Creek Twp.,Township,1990,High School Graduates White Age 25 Up,777.0
"Township 2, Middle",Township,1990,High School Graduates White Age 25 Up,1023.0
Red Hill Township,Township,1990,High School Graduates White Age 25 Up,163.0
Jackson Township,Township,1990,High School Graduates White Age 25 Up,528.0
New Hope Township,Township,1990,High School Graduates White Age 25 Up,748.0
Ellenboro,Municipality,2010,High School Graduates White Age 25 Up,408.0
Falkland Township,Township,1990,High School Graduates White Age 25 Up,549.0
Cleveland Township,Township,1990,High School Graduates White Age 25 Up,762.0
Harrells,Municipality,2010,High School Graduates White Age 25 Up,75.0
Dortches,Municipality,2000,High School Graduates White Age 25 Up,342.0
North Clinton Twp.,Township,1990,High School Graduates White Age 25 Up,2713.0
Elkin Township,Township,1990,High School Graduates White Age 25 Up,2634.0
Siloam Township,Township,1990,High School Graduates White Age 25 Up,306.0
Merrimon Township,Township,1990,High School Graduates White Age 25 Up,152.0
Sterlings Township,Township,1990,High School Graduates White Age 25 Up,301.0
Arcadia Township,Township,1990,High School Graduates White Age 25 Up,3371.0
Shoals Township,Township,1990,High School Graduates White Age 25 Up,571.0
Old Rown Township,Township,1990,High School Graduates White Age 25 Up,2911.0
"Twp. 2, Harris",Township,1990,High School Graduates White Age 25 Up,1470.0
Holly Grove Twp.,Township,1990,High School Graduates White Age 25 Up,573.0
Jackson,Municipality,1980,High School Graduates White Age 25 Up,50.0
Shine Township,Township,1990,High School Graduates White Age 25 Up,302.0
Clay Township,Township,1990,High School Graduates White Age 25 Up,3186.0
Swansboro,Municipality,2000,High School Graduates White Age 25 Up,826.0
Limestone Township,Township,1990,High School Graduates White Age 25 Up,1645.0
Pigeon Township,Township,1990,High School Graduates White Age 25 Up,2064.0
"Twp. 8, Sparta",Township,1990,High School Graduates White Age 25 Up,383.0
Oriental,Municipality,2010,High School Graduates White Age 25 Up,724.0
Webster Township,Township,1990,High School Graduates White Age 25 Up,948.0
Friendship Township,Township,1990,High School Graduates White Age 25 Up,4907.0
Tract 28.01,Tract,1990,High School Graduates White Age 25 Up,1745.0
Bolivia,Municipality,2000,High School Graduates White Age 25 Up,73.0
"Twp. 3, Sheffields",Township,1990,High School Graduates White Age 25 Up,1517.0
Tract 5.01,Tract,1990,High School Graduates White Age 25 Up,0.0
Varnamtown,Municipality,2015,High School Graduates White Age 25 Up,337.0
Tract 804,Tract,1990,High School Graduates White Age 25 Up,1473.0
Black Mountain,Municipality,2010,High School Graduates White Age 25 Up,4341.0
Drexel,Municipality,1990,High School Graduates White Age 25 Up,730.0
Henderson County,County,1970,High School Graduates White Age 25 Up,10694.0
Buckhorn Township,Township,1990,High School Graduates White Age 25 Up,622.0
Tract 419,Tract,1990,High School Graduates White Age 25 Up,1404.0
Tract 205,Tract,1990,High School Graduates White Age 25 Up,1278.0
Grassy Creek Twp.,Township,1990,High School Graduates White Age 25 Up,3063.0
Tract 24,Tract,1990,High School Graduates White Age 25 Up,1040.0
Angier,Municipality,2015,High School Graduates White Age 25 Up,2027.0
Lillington,Municipality,2000,High School Graduates White Age 25 Up,889.0
Clyde,Municipality,1990,High School Graduates White Age 25 Up,490.0
Candor,Municipality,2000,High School Graduates White Age 25 Up,307.0
Troy,Municipality,2000,High School Graduates White Age 25 Up,846.0
"Twp. 7, Gold Mine",Township,1990,High School Graduates White Age 25 Up,390.0
Washington Township,Township,1990,High School Graduates White Age 25 Up,891.0
Conway,Municipality,2010,High School Graduates White Age 25 Up,360.0
Conway,Municipality,2000,High School Graduates White Age 25 Up,252.0
Alliance,Municipality,2015,High School Graduates White Age 25 Up,344.0
Honeycutts Township,Township,1990,High School Graduates White Age 25 Up,782.0
Stonewall,Municipality,1990,High School Graduates White Age 25 Up,93.0
Brevard Township,Township,1990,High School Graduates White Age 25 Up,4555.0
Hertford,Municipality,2015,High School Graduates White Age 25 Up,641.0
Roxboro,Municipality,1990,High School Graduates White Age 25 Up,1951.0
Bethel,Municipality,1980,High School Graduates White Age 25 Up,174.0
Chowan County,County,1990,High School Graduates White Age 25 Up,4236.0
McDowell County,County,1980,High School Graduates White Age 25 Up,9475.0
Macon County,County,1990,High School Graduates White Age 25 Up,11250.0
Newton Grove,Municipality,1980,High School Graduates White Age 25 Up,66.0
Walnut Creek,Municipality,1990,High School Graduates White Age 25 Up,389.0
Saratoga,Municipality,1980,High School Graduates White Age 25 Up,61.0
Selma,Municipality,2015,High School Graduates White Age 25 Up,919.0
Lincolnton,Municipality,2015,High School Graduates White Age 25 Up,4212.0
Vass,Municipality,1990,High School Graduates White Age 25 Up,231.0
Lake Lure,Municipality,2015,High School Graduates White Age 25 Up,1083.0
Madison,Municipality,2000,High School Graduates White Age 25 Up,788.0
Stonewall,Municipality,2010,High School Graduates White Age 25 Up,92.0
Harmony,Municipality,2015,High School Graduates White Age 25 Up,257.0
Stoneville,Municipality,1990,High School Graduates White Age 25 Up,377.0
Mint Hill,Municipality,2000,High School Graduates White Age 25 Up,8446.0
Salisbury,Municipality,2010,High School Graduates White Age 25 Up,10789.0
Lake Lure,Municipality,2010,High School Graduates White Age 25 Up,992.0
Ruth,Municipality,1990,High School Graduates White Age 25 Up,93.0
Rutherfordton,Municipality,1980,High School Graduates White Age 25 Up,449.0
Momeyer,Municipality,2000,High School Graduates White Age 25 Up,131.0
Garysburg,Municipality,2010,High School Graduates White Age 25 Up,24.0
Greenville,Municipality,2010,High School Graduates White Age 25 Up,22861.0
Wilmington,Municipality,2000,High School Graduates White Age 25 Up,31509.0
South Westfield twp,Township,1990,High School Graduates White Age 25 Up,544.0
Oriental,Municipality,1980,High School Graduates White Age 25 Up,64.0
Vandemere,Municipality,1990,High School Graduates White Age 25 Up,76.0
Roseboro,Municipality,2015,High School Graduates White Age 25 Up,457.0
Rhodhiss-Caldwell,Municipal Part,2000,High School Graduates White Age 25 Up,7.0
Wagram,Municipality,2015,High School Graduates White Age 25 Up,226.0
Tract 802,Tract,1990,High School Graduates White Age 25 Up,1948.0
Tract 20.97,Tract,1990,High School Graduates White Age 25 Up,1277.0
Tract 212,Tract,1990,High School Graduates White Age 25 Up,2047.0
Lucama,Municipality,2000,High School Graduates White Age 25 Up,309.0
Tract 36,Tract,1990,High School Graduates White Age 25 Up,1600.0
East Bend,Municipality,2015,High School Graduates White Age 25 Up,294.0
Tract 602,Tract,1990,High School Graduates White Age 25 Up,988.0
Oconeechee Township,Township,1990,High School Graduates White Age 25 Up,70.0
Wake Forest,Municipality,1980,High School Graduates White Age 25 Up,240.0
Mount Hermon Twp.,Township,1990,High School Graduates White Age 25 Up,1720.0
Burnsville,Municipality,2010,High School Graduates White Age 25 Up,1176.0
Knightdale,Municipality,2015,High School Graduates White Age 25 Up,4249.0
St. James,Municipality,2000,High School Graduates White Age 25 Up,785.0
Norlina,Municipality,2010,High School Graduates White Age 25 Up,351.0
Misenheimer,Municipality,2010,High School Graduates White Age 25 Up,93.0
Blowing Rock,Municipality,1990,High School Graduates White Age 25 Up,752.0
Seven Devils,Municipality,1990,High School Graduates White Age 25 Up,39.0
Beech Mountain,Municipality,1990,High School Graduates White Age 25 Up,178.0
Tract 107,Tract,1990,High School Graduates White Age 25 Up,738.0
Webster,Municipality,1990,High School Graduates White Age 25 Up,250.0
BNA 9602,Tract,1990,High School Graduates White Age 25 Up,1736.0
BNA 9607,Tract,1990,High School Graduates White Age 25 Up,1007.0
BNA 9611,Tract,1990,High School Graduates White Age 25 Up,2591.0
Kenly,Municipality,2010,High School Graduates White Age 25 Up,511.0
Tract 1102,Tract,1990,High School Graduates White Age 25 Up,1196.0
Sanford,Municipality,2015,High School Graduates White Age 25 Up,9743.0
Tract 17.05,Tract,1990,High School Graduates White Age 25 Up,2432.0
Tract 4.01,Tract,1990,High School Graduates White Age 25 Up,1545.0
Tract 152,Tract,1990,High School Graduates White Age 25 Up,1615.0
Tract 704,Tract,1990,High School Graduates White Age 25 Up,2527.0
Tract 707,Tract,1990,High School Graduates White Age 25 Up,1311.0
Garner,Municipality,2010,High School Graduates White Age 25 Up,9902.0
Roanoke Rapids,Municipality,1990,High School Graduates White Age 25 Up,5923.0
Dunn,Municipality,1990,High School Graduates White Age 25 Up,2460.0
Clyde,Municipality,2010,High School Graduates White Age 25 Up,572.0
Fletcher,Municipality,1990,High School Graduates White Age 25 Up,1442.0
Harmony,Municipality,2010,High School Graduates White Age 25 Up,280.0
Mebane,Municipality,1990,High School Graduates White Age 25 Up,1874.0
Cerro Gordo,Municipality,2015,High School Graduates White Age 25 Up,58.0
Hayesville,Municipality,1980,High School Graduates White Age 25 Up,78.0
Casar,Municipality,1980,High School Graduates White Age 25 Up,52.0
Whiteville,Municipality,2015,High School Graduates White Age 25 Up,1790.0
Saluda,Municipality,2015,High School Graduates White Age 25 Up,423.0
